GEO_ID,County,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0500000US06103,Tehama County, California,23395,24866,24120,25226,25638,25704,25642,25785,26302,27307,31806
0500000US06105,Trinity County, California,21383,21581,21742,24183,25225,22767,19879,20453,23160,25142,30305
0500000US06107,Tulare County, California,21960,22176,22253,21930,22010,22145,22753,24042,25539,26622,25985
0500000US06109,Tuolumne County, California,25498,25258,25252,24347,25058,26460,28145,30429,30387,31748,27902
0500000US06111,Ventura County, California,33401,33115,32216,31994,31991,31743,32290,33669,35347,36950,32829
0500000US06113,Yolo County, California,27861,27391,27481,26735,27029,26882,27775,29108,30804,32064,38301
0500000US06115,Yuba County, California,23618,24581,24384,24046,24162,26024,26847,28687,29775,31871,34628
0500000US08001,Adams County, Colorado,31118,31698,31448,31532,31538,31391,31925,33386,35079,36453,33875
0500000US08003,Alamosa County, Colorado,19715,19579,18747,17058,16810,16513,16331,20107,21583,25169,37563
0500000US08005,Arapahoe County, Colorado,33477,33814,33829,33310,34440,34837,35599,36780,38855,40367,26434
0500000US08007,Archuleta County, Colorado,15650,21560,23860,23939,24752,23954,25657,25270,25602,25950,41431
0500000US08009,Baca County, Colorado,19809,19931,22394,25011,24199,24172,24672,26238,26394,26591,26405
0500000US08011,Bent County, Colorado,17901,20584,21745,25575,29415,29738,28198,27938,29844,26370,27180
0500000US08013,Boulder County, Colorado,30247,30316,30877,30642,31147,31332,31950,33118,35036,36752,29816
0500000US08014,Broomfield County, Colorado,40907,41830,42974,43165,42784,43356,44516,45340,48176,51014,38244
0500000US08015,Chaffee County, Colorado,20930,21605,25003,24867,25340,26961,26943,27453,29458,31148,51789
0500000US08017,Cheyenne County, Colorado,24681,25000,25714,25774,25857,27764,28219,30847,33859,37240,30854
0500000US08019,Clear Creek County, Colorado,35093,33005,31404,37500,39610,38477,37009,38102,39250,36653,37734
0500000US08021,Conejos County, Colorado,21040,21461,21650,22238,25552,26044,25432,27055,26368,25444,38826
0500000US08023,Costilla County, Colorado,15854,16039,15954,18365,21343,24583,21353,21799,21522,22132,23551
0500000US08025,Crowley County, Colorado,18069,18313,20362,20106,17767,15723,16932,19209,19913,20521,21531
0500000US08027,Custer County, Colorado,21717,20865,21645,21322,20161,20417,22656,24235,25783,32104,27040
0500000US08029,Delta County, Colorado,22502,23553,23001,23030,24364,23879,25030,26685,26060,28018,39570
0500000US08031,Denver County, Colorado,30445,31389,31868,32336,33810,35048,36026,37647,40458,42709,30297
0500000US08033,Dolores County, Colorado,24833,29028,30440,30371,25652,24821,24853,29760,30578,31006,43767
0500000US08035,Douglas County, Colorado,49738,50381,50684,51131,50950,51464,52132,53357,54493,55197,39500
0500000US08037,Eagle County, Colorado,35126,35408,35930,35704,35532,35526,35518,36789,38278,39683,54469
0500000US08039,Elbert County, Colorado,37188,36721,36928,37825,37889,40284,41765,45093,46860,49067,39953
0500000US08041,El Paso County, Colorado,29678,30171,30370,30481,30618,30849,31247,31983,32512,34363,48056
